,Root,Salt.stress,Insect.herbivory,Bacterial.infection,Stem,Flower,Leaves,Drought.stress
AhypMYB039,-1.3556886767800282,-1.2797357977808674,0.7055859316251298,0.4149317765767426,-1.5270798963649894,-1.3699351525248502,-0.8195804515664449,-1.1045795273568462
AhypMYB040,1.3923378160850486,0.06945923974376367,-0.336876964661408,-0.2667055572141118,-0.8858282156983663,-0.781508281135125,0.42656804020982597,-0.6346960823984584
AhypMYB041,0.038805823342140146,1.6346260942728927,-0.6230446913746643,0.9143176325829557,1.9620004797446136,-0.5013340932631798,0.8793567599545049,1.1112895244227554
AhypMYB042,-1.1794024361587312,-0.982670833988891,0.2469897880977988,0.3926804291811056,0.1580896975514187,-1.4280237265331786,1.3362542500148982,1.2827880738574495
AhypMYB043,0.7802560330416142,1.1245131567040436,-1.0355384592766617,0.2927246743141945,-1.7935199689286072,-0.1439007808262348,0.913569674806123,2.121638512225406
AhypMYB044,1.0824513231275008,-1.1829542961045103,1.5684956347262387,-0.3305925216583136,0.029977339005948418,-1.4452578849961482,-1.024651479136992,0.4092150336797047
AhypMYB045,-1.5664479245271274,1.8174673926279261,-0.2992563239008423,0.16674944818388918,0.8299788794097872,0.22082966450945585,-1.6203610830994548,-0.893817076317517
AhypMYB046,0.671265771340201,0.1801913042582984,-0.013772650796650326,-0.6339063469750167,1.3822245705884333,0.24759840085675414,1.228891716147382,-0.46921096555552544
AhypMYB047,-1.3177589978642452,0.9156957816626861,-0.575459815702577,-0.6087800937673552,0.10085085374533832,1.4447965641061737,-0.47173717846963203,-1.1972468626135375
AhypMYB048,-0.7671983559211679,0.5568006739581072,1.1940491527501913,0.7757424600137188,0.015967306716957713,-0.4895993048324387,0.003662472039888166,-1.3507901003100398
AhypMYB049,0.28151608427766994,-1.1594341821885108,0.6897491751937728,-0.22182126913592878,0.6244649943306965,0.682872181580536,-0.027326764657018505,-0.2907368664542117
AhypMYB050,1.585118016087368,1.4165082018006532,0.1609902849254414,-0.6865380228246647,0.6366731149714009,-1.2485905418344772,-1.0190748168407144,0.15307061475054057
AhypMYB051,-1.8740874753590877,0.3146518800558694,-0.15095672175928168,-0.5269245693673633,0.3190132919616233,0.15494406643388128,1.6895084956376938,0.31730853009764903
AhypMYB052,-1.0941161740452472,1.143089306674399,0.140703250046927,3.1365403344213116,-0.5378323954192157,2.171617782372427,1.6444253369567086,0.6450187129928131
AhypMYB053,-0.4162467248368028,0.2380859950455829,-1.0222704112738512,1.657710455840403,-1.5833651814035918,-0.5977262607959761,0.7978131388216311,1.8895996178436885
AhypMYB054,-0.05572182464819266,-1.5009734276635622,0.932168156358934,-1.8341170349696274,0.0842239323261223,-0.5276137930921292,-0.07046113460800428,-1.4250782789890994
AhypMYB055,1.4249257838484255,-1.3143791231770197,0.1719445681672878,1.0514389775765127,-1.0577309095127003,1.3639169716056794,0.35543872465276743,-0.7867177732610986
AhypMYB056,0.6965564752097071,0.7522079436115028,-0.015793639902699566,0.10541027154910698,0.5229046419225466,1.7743001577696502,-0.7258405380165668,0.7519246061695264
AhypMYB057,-0.245966036549576,-0.29803750076994207,-1.5204910358618542,0.46007708117207535,1.1425832109087009,0.5244773224856533,-0.28449118773281373,-1.0720398396199144
AhypMYB058,-0.3606729264036874,0.4625924768519843,0.20911289134124134,0.8305305549112101,-0.1374961133810635,-0.06801198559288502,0.025105237304109507,0.8812145251110456
AhypMYB059,0.2672464425383837,-0.3103613676121444,0.5153466424009187,-0.14881314009129587,-0.047155674324990904,-0.4707141675832094,1.229193045745245,-0.24141150028775232
AhypMYB060,-0.5234445689180792,1.736722140383183,1.8450918603191033,0.302890910224523,0.486883264914622,-0.3712947719445683,-0.35807726031306586,-0.05115698745045908
AhypMYB061,-1.0304878355346676,0.591261103971748,-1.1336950750831059,-0.7700234361077268,-3.1586951775041983,-1.261939917593076,0.04633843298591999,-0.26484982032792115
AhypMYB062,-0.6783129124696765,-0.532668387591611,-0.8724783422085214,1.08373046119204,0.5778633263716606,-0.7866014793076106,-0.6750598169105387,-0.42067859450098133
AhypMYB063,-0.4483144540886803,-0.05023058919392876,-0.34630381478086025,-0.31152081189092484,1.4745478644420882,-0.0310708066698214,1.1826465392145846,0.20423575126763652
AhypMYB064,0.005636678089413394,-0.331120978767589,-0.5798232041886909,-0.0552405543084099,-1.1356810152452084,1.639873032709968,-0.22898529503605689,-0.021913547439941672
AhypMYB065,-0.5116705809072383,-1.03896352917561,2.4931876370247945,2.5913510416269294,0.5692785258767386,1.3210497253980682,1.1830207502521248,-0.17391222547257532
AhypMYB066,0.45194185074975557,-0.9202587455848062,1.7921861776903576,-0.20962341296007792,-1.3595190906372163,-0.01963855638977322,-0.8296805484850535,0.0015979994819348192
AhypMYB067,-2.4949947384731,-0.49254615551895187,-0.7726460776918603,0.6901933261336621,-0.7095374979014424,0.5375738569643121,2.3406075814708207,0.8186133079891846
AhypMYB068,1.2044374497560244,-0.3178793862515024,0.3636062666301786,0.3686255609027062,-1.5271716751108304,-0.5847299074241337,0.0716803463687115,-1.1754401739463292
AhypMYB069,-1.2911554912396843,0.03913694408475818,-0.20523667716411242,1.5791943002379882,0.05941688937729279,1.0590458941662142,-0.18689234790703466,-0.3160468519174718
AhypMYB070,-2.2457953017074908,1.5672799492005975,0.2456785289363345,-1.1518701223420171,-0.26113009501804846,0.22559232610147253,1.2032355911551238,1.198299300220355
AhypMYB071,-0.8706125569939445,-0.42219543546632043,0.4075059457079876,-0.3353630646937743,-1.00128840293306,-0.8678864625338594,0.14746169821439942,0.5415843640781421
AhypMYB072,0.24299715570452174,1.449201733030016,0.5626432320633827,-0.3735886874542227,-0.5475656375627849,-0.9781442152502224,0.9921437602506843,-0.44411791889481333
AhypMYB073,-1.2847556968986296,-0.4242394394732103,-2.7276178296554914,0.3459919910102194,0.8058820047329659,0.02542606657969723,-0.22179139473904455,-0.9512201841339876
AhypMYB074,0.46955760568384974,0.14361046610284786,-0.9750653239479342,-1.518592471477668,2.853134808447808,-0.3015382137406755,0.6632336121371164,0.658473530110427
AhypMYB075,0.4297060728946624,0.9905324050697351,-1.937381345948178,-1.430493753663019,0.24513755341745727,1.3252172108226505,-1.414099225422894,0.3375161725924676
AhypMYB076,1.3774183970528384,0.9444525312590716,-0.7982591767781179,1.1522120724899862,-0.5541296285254271,0.8941343172062802,1.3557016747634727,-0.7756578859185717
AhypMYB077,-0.9083410905552487,1.5614541169739646,1.4309552863045532,0.6378647772878392,-0.6526125291531665,0.9210785800970942,0.6054824269763993,-1.6263812221085436
AhypMYB078,-0.7012283036144696,2.4690127645650093,-0.6176811137930819,-0.07451184053222523,2.2032108623892293,0.4151586865042099,-0.8848586853830415,0.07809113294036615
AhypMYB079,-0.7372197436685428,-0.6867942180507735,1.3130950889428357,-0.8005394588090767,-0.6851381190073379,-0.45454208302612725,0.17889740175995195,-0.8122069000816483
AhypMYB080,-0.7551332577046821,-0.25932632185658616,1.4566447867087469,0.07492027551501924,0.2137958783215334,0.925385552557621,-0.8705397010577542,-0.1965105420418553
AhypMYB081,-1.6815314899093994,-2.2908953649496016,-0.5164069057187982,0.05914555686051867,-0.9718375145137917,-0.9591912277885002,-0.057954259137487855,-0.21119075421910224
AhypMYB082,-0.8161271794763199,-1.0952101916466896,-1.045817780289032,1.124571943104949,2.588073432435287,1.7542192931840583,0.7072088777845585,0.6748566296451121
AhypMYB083,0.11293002281538382,-0.11091449030067868,0.5326925491196507,-0.48110438298319447,-0.7692285599385928,-0.3331642320351858,0.06880552566127132,-0.8178193792130095
AhypMYB084,0.03944676043099333,0.1177857606123008,0.3326773411624693,2.13872217044632,-0.14036131744352853,-0.3508069123361985,-1.0026437738408862,0.8870147859014063
AhypMYB085,-1.5958244447492473,-1.2954184332678076,-1.1443738202015026,-1.2715672939825038,0.146994208387811,-1.643421477163957,-0.9834795085670254,-0.22555824792678766
AhypMYB086,-0.5435047769500024,-3.3060820370363317,0.5818898770001111,-0.11099508752971855,-1.5708486992332396,-0.7221629222459615,-0.8702313784593135,-0.025530499846048254
AhypMYB087,2.4636222856609726,1.403774415396177,0.2085123311545839,1.574842075156318,-0.24854534704576306,1.0037108303702096,-0.11633911565969962,-0.605205262122592
AhypMYB088,0.3477101838397249,0.196512908896892,-1.266956797556065,1.9405338690663618,-0.02596072275740728,-0.2115139222533323,0.16305131097365155,-0.1427968938897166
AhypMYB089,0.2228645423221528,-1.0730974006928884,0.6062778528356516,1.1041410388178963,0.08758915372973422,-0.3938897576103636,0.028297070038703343,0.7508606006098119
AhypMYB090,0.3429817873258366,-0.08342851032813371,-0.8982065040288728,1.6745630971952605,1.5840938460184322,-0.28644964570721815,-0.6167455999678552,-0.03205181450735159
AhypMYB091,-0.2560272194902498,1.7996442091014793,-0.5501711872661925,-0.5808212867205371,-1.2449550230208166,0.3382631119718044,1.8826377936519756,-0.6182848377084713
AhypMYB092,-0.074447299838647,2.3990675933155114,-0.7547590609942347,-1.8344771640015072,-1.2781843058764573,0.545885030971574,0.5440955475430437,-1.2271495336538378
AhypMYB093,0.8590514896532137,0.5608605053474922,0.3361926921861013,1.1849200291836963,-2.0648429149549,-0.6993687803361122,0.9354300242554888,0.4581755205133952
AhypMYB094,-0.7086235538221546,-0.4927652249377892,1.631642328990147,0.5634051504004296,-0.8373780566381286,0.5375085425544016,-0.6559721243766694,-0.46094665926333733
AhypMYB095,-2.313916343541061,-1.3003609220021441,1.5787104623955144,-1.3139541534141284,-0.8316547593377812,0.12809794006489839,1.0962628472875295,-0.9580847327072893
AhypMYB096,0.8928105955934414,-0.7030248300202339,-0.8754871082030408,-1.258729703795584,1.3934800449899127,1.2195930695290418,-0.3288232597644472,-0.34694601022036076
AhypMYB097,0.29225703688277266,-0.6763504631513166,-0.21940421267253576,-0.23772950335534843,-0.020939928929271833,-0.8781647158801569,-1.3184382735714808,1.2082819134681473
AhypMYB098,-1.6381267730714384,-0.28229771414168553,1.172371131401081,1.8460154915837552,-2.047006131808458,-0.10718598470676631,1.781946693836582,-0.7171227504344068
AhypMYB099,2.292014186050577,-0.5105774307530764,-2.428051154909101,-0.38458406877300977,-0.6365923593060215,-0.42320527909518757,-0.22995272454757962,-1.2755133378784513
AhypMYB100,-2.4549892420076525,-0.6354864234181736,-1.55522721979226,0.024653349486695765,-0.06057895619561374,2.618063397987083,-0.0624271264598057,-0.6408827306117117
AhypMYB101,0.3992324808373244,-0.8628851692911416,1.521566348639484,-1.24107980805583,0.2684907376994135,0.23941324382655982,0.427287693951963,-1.5830053163572042
AhypMYB102,-0.6382946674609234,0.9384874793983277,-0.21351312056733152,-0.9314894071488038,1.7779868343250798,2.1095330264337337,-0.2831814872813073,1.212379848421946
AhypMYB103,-0.6200235901907476,-0.0894748267586608,-0.6717704811252537,0.4670651231580894,-1.9817735380199666,-0.5892694676305662,-0.2937381411228925,-0.6868371554701673
AhypMYB104,-0.7955940470000004,-0.9589774046097141,0.1167993117161312,1.0019013140814657,0.2481345662659414,-1.3568851753304778,-0.544183529192641,-0.7644482503883089
AhypMYB105,-0.13018015992159293,0.5442227520147189,-2.6168826794951334,-0.2521374673467202,-0.006130042974228663,-2.2153992172365635,-0.08980373479715167,1.2684962738442733
AhypMYB106,-0.3058235899465621,-0.18128540366830753,-1.6623535812926802,-0.6670811166553487,0.44626816580318746,-1.6046446798176603,0.21002883591276503,-1.107935963096426
AhypMYB107,-0.5426403575984399,0.4057175659043348,-0.4003299923148488,0.8728412699840433,0.8172201999571889,0.7645953561745729,-0.9578938939703886,-1.068987163748661
AhypMYB108,-2.1344193526870026,-0.3361483830100271,-0.06513914774322381,1.3555956160338027,-0.2281183169931786,-0.5335688974425425,1.4901527813482414,0.476333740576068
AhypMYB109,1.4466355711546464,0.22127288346229254,-0.16661291062482922,0.9705778685296558,0.8527756322561271,-1.1411499704223784,-0.38286533745198853,-0.5176423949949517
AhypMYB110,-0.6285912038895273,-0.43128441975767057,0.6738272948502334,-0.44033256167762835,-0.6370167705073714,0.37637561092763006,-0.2438304601398231,0.016228528153855122
AhypMYB111,0.030405673676509808,-0.5523401945165463,2.5190230734245413,-2.5843580547806653,-1.046081002168039,-0.5508224765352472,1.8519892133978904,0.33150593417221985
AhypMYB112,-0.1736041339886649,0.5265540559525154,0.5368138773498907,0.31335481829517237,-1.1623434153980619,-0.7477682671592908,-0.48908633243667204,-0.587149911170265
AhypMYB113,1.587003644475068,0.1286015867631262,0.5643520410273657,-1.0909455238843735,-0.6371946617656096,-0.651295100215355,-0.5745178804422385,-0.22169718097981475
AhypMYB114,0.17889519354548492,-2.056228345246417,-1.8801840511621213,-1.041662972249881,0.6013604816735739,0.3306261168436867,1.0005783909466708,0.6754398609751582
AhypMYB115,0.6697719517950351,1.043542411461452,-2.992399338580346,-0.8589140118691785,0.5359185328766309,-1.4984623567693423,0.7502508895163356,0.024438679818652668
AhypMYB116,0.14390372223675904,-0.15334829965045058,-1.2657245173363727,-0.31866732436836614,-0.5913240436956625,1.7732360833605434,-0.28871600329198505,-0.017838469897582507
AhypMYB117,0.11652132539481568,1.3372407062320857,-1.027610116913435,-0.1870319709831582,1.0533275255871182,-0.3416225489648251,-0.24273703348383133,-1.062671936973696
AhypMYB118,-0.30173900298247036,0.24031776140347866,1.1184038749133667,0.9075712122781951,-1.585761903218693,1.062277081063058,-1.0105927466547275,-0.7828963557412465
AhypMYB119,-0.014776351809327765,0.6775884149327833,1.7751004094181828,0.12990709381276314,1.57903088794044,-0.704038224109163,0.35469485638085724,0.0949920121091718
AhypMYB120,1.2323429017011878,-0.3837083915639168,0.7881514237674071,-0.27699247002937866,1.1858257746566572,-0.4423750154301278,0.22996302285630082,1.4973425889274137
AhypMYB121,0.8253732603057344,1.3491137056280909,1.9305727296866748,-1.063034346219311,2.233804279472721,-0.6516756780300491,0.11049474082504308,2.2643217819078614
AhypMYB122,-0.3389140492358667,-0.41651600461025173,-0.43600083565319026,-0.2971528294900236,1.462127623880031,-0.3184396542339702,0.5675851628803896,-1.0274433239558651
AhypMYB123,0.0643070519782652,-1.9049813438076435,1.241698510339766,-0.5979413471653439,-1.041876746968323,0.07152113356543827,-0.25956744862541903,-0.4715757528551044
AhypMYB124,0.08787808563558876,-1.00674077399893,-0.7926741922589,-0.5373239682854132,-1.853032323819506,0.5133629750347266,-1.7178765496701145,-2.209288807241988
AhypMYB125,0.2607569726846565,2.423746574522446,0.8793507410387215,-0.8826126041791861,0.020486644395302633,-0.7122090183585335,0.637846701952734,1.3746765421016214
AhypMYB126,0.8529169391717888,0.686907559585367,-1.208050969817559,0.6013440468743942,-2.5693464911023756,0.19787217718172978,-1.3441229956577574,1.5362461585547604
AhypMYB127,0.4626274280774603,-0.10455109485601001,2.931022451479619,0.07514053785188986,0.22867127836996584,-1.3543767011710182,-1.619667200231633,2.2376809307866328
AhypMYB128,-1.659393438731487,1.0757916067819357,-0.7457247156316356,-1.1661498540344732,-1.6766505428754972,1.7687621577298434,0.03741211761324518,-0.9864606589881829
AhypNAC01,-0.98,-0.52,-0.01,3.62,-1.11,-0.78,-1.05,-0.78
AhypNAC02,-0.04,-0.42,-0.34,-0.01,-0.7,-0.63,0.63,0.19
AhypNAC03,-0.81,3.45,1.3,-0.35,-0.96,-0.63,-0.47,-0.74
AhypNAC04,1.18,-0.79,-0.64,-0.38,0.99,-0.63,0.79,-0.07
AhypNAC05,1.05,-0.33,-0.27,0.07,-0.94,-0.71,-0.63,-0.77
AhypNAC06,1.82,-0.38,-0.31,0.02,-0.42,-0.51,0.1,1.04
AhypNAC07,0.84,-0.55,-0.44,-0.14,2.39,-0.36,0.3,0.15
AhypNAC08,1.25,-0.69,-0.56,-0.28,1.07,-0.05,0.52,-1.15
AhypNAC09,-0.8,1.28,-0.3,0.03,-0.88,-0.39,-0.22,-0.47
AhypNAC10,-0.54,-0.52,-0.42,-0.11,-0.25,0.47,-0.69,-0.84
AhypNAC11,2.0,-0.16,-0.13,0.24,-0.43,-0.47,-0.43,-0.29
AhypNAC12,1.39,-0.5,-0.4,-0.09,0.86,-0.87,1.72,0.4
AhypNAC13,-0.94,-0.37,3.08,0.03,-0.98,-0.69,0.37,-0.71
AhypNAC14,-1.13,2.24,1.34,-0.57,-0.82,2.13,-0.47,-0.21
AhypNAC15,-0.41,1.05,2.22,-1.45,0.71,-1.04,-0.16,-1.0
AhypNAC16,-0.9,0.7,-0.34,-0.02,-0.81,3.48,-0.54,-0.17
AhypNAC17,-0.26,-0.4,-0.33,0.0,-1.0,-0.78,-0.71,-0.85
AhypNAC18,-0.83,-0.7,0.94,-0.82,0.41,1.31,-0.71,-0.96
AhypNAC19,-1.03,-0.54,-0.43,-0.13,-1.12,-0.3,2.2,1.28
AhypNAC20,-0.32,1.32,3.06,-0.76,-0.49,-0.83,-0.4,-0.27
AhypNAC21,1.19,-0.34,-0.28,0.06,2.05,-0.72,-0.64,0.21
AhypNAC22,-0.56,0.27,0.21,0.66,-0.42,-0.16,0.05,-0.12
AhypNAC23,-0.8,-0.14,-0.11,0.26,-0.77,-0.04,-0.41,4.53
AhypNAC24,1.18,-0.69,-0.56,-0.28,1.48,-0.92,0.61,0.3
AhypNAC25,-0.13,-1.36,-1.09,-0.94,0.59,0.6,-0.23,-0.54
AhypNAC26,-1.1,1.35,-0.59,-0.32,-1.11,-0.25,-0.42,0.19
AhypNAC27,-0.08,-0.62,-0.5,-0.21,-0.08,-0.26,-0.15,-0.15
AhypNAC28,1.26,-0.78,-0.62,-0.36,0.91,-0.72,1.82,-0.28
AhypNAC29,-0.7,1.85,2.03,-0.65,-0.99,-0.53,-0.56,-0.9
AhypNAC30,-0.56,0.27,0.21,0.66,-0.42,-0.16,0.05,-0.12
AhypNAC31,-1.0,-0.47,-0.38,-0.06,-1.06,3.23,1.57,-0.54
AhypNAC32,-0.97,0.73,-0.54,-0.25,-0.94,0.72,0.02,3.8
AhypNAC33,0.29,-1.0,-0.81,-0.59,0.64,-0.29,3.02,0.8
AhypNAC34,-0.35,-0.37,-0.3,0.03,-0.52,-0.58,-0.67,-0.57
AhypNAC35,-0.47,-1.22,2.2,-0.79,1.17,-0.03,-0.67,0.12
AhypNAC36,1.88,-0.29,-0.23,0.12,0.28,-0.53,-0.58,0.17
AhypNAC37,1.05,-0.64,-0.52,-0.23,0.95,1.44,-0.98,0.95
AhypNAC38,-0.71,-0.29,-0.24,0.11,3.19,0.33,-0.59,0.46
AhypNAC39,-0.99,-0.53,-0.43,-0.12,-0.42,0.96,-0.49,-0.73
AhypNAC40,-1.34,0.43,-0.97,3.1,-1.12,-0.09,-0.45,1.87
AhypNAC41,-0.68,2.73,1.94,-0.58,-0.68,-0.73,-0.81,-0.77
AhypNAC42,-1.13,1.26,-1.1,2.84,-1.09,-0.69,-0.57,0.82
AhypNAC43,-0.52,0.84,1.71,-1.18,-0.74,-0.66,-0.95,-0.66
AhypNAC44,0.88,-0.68,-0.55,-0.27,1.81,0.37,1.56,-0.26
AhypNAC45,-0.43,2.66,1.94,-0.77,-0.83,-0.57,-0.9,-0.66
AhypNAC46,0.0,-1.09,-0.88,-0.67,1.19,0.08,-0.48,1.86
AhypNAC47,-0.65,-0.07,-0.55,-0.27,-0.62,-0.25,-0.59,-0.34
AhypNAC48,1.45,-0.43,-0.35,-0.03,0.84,-0.81,-0.75,-0.22
AhypNAC49,1.43,-0.58,-0.46,-0.17,0.48,-0.78,0.29,-0.42
AhypNAC50,1.96,-0.2,-0.17,0.2,-0.07,-0.11,-0.48,-0.63
AhypNAC51,-0.38,-0.38,-0.31,0.03,-0.33,0.09,-0.68,-0.3
AhypNAC52,-0.5,1.85,-0.46,-0.16,-0.52,-0.62,-0.23,-0.77
AhypNAC53,0.31,-0.89,-0.72,-0.48,0.71,2.46,0.63,0.52
AhypNAC54,-0.57,-0.5,-0.4,-0.09,0.25,-0.36,-0.45,-0.53
AhypNAC55,1.54,-0.45,-0.36,-0.04,-0.18,-0.68,-0.76,-0.89
AhypNAC56,-0.89,-0.49,-0.4,-0.08,-0.93,1.39,-0.51,-0.35
AhypNAC57,-0.78,-0.19,-0.16,4.93,-0.74,-0.48,-0.4,-0.42
AhypNAC58,1.46,-0.47,-0.38,-0.06,-0.48,-0.66,-0.79,-0.43
AhypNAC59,1.5,-0.65,-0.53,-0.24,1.05,-0.05,0.31,0.44
AhypNAC60,1.95,-0.23,-0.18,0.18,-0.05,-0.44,-0.51,-0.04
AhypNAC61,-0.92,1.19,-0.83,-0.61,-0.01,1.52,0.98,-0.55
AhypNAC62,-0.67,-0.64,-0.52,-0.23,-0.42,-0.29,0.35,-0.46
AhypNAC63,-0.05,-0.51,-0.41,-0.1,0.81,2.99,-0.83,1.03
AhypNAC64,-0.5,-0.65,-0.52,-0.24,2.16,0.11,0.63,-0.35
AhypNAC65,1.18,-0.55,-0.44,-0.14,1.01,-0.7,0.99,1.7
AhypNAC66,0.44,-0.99,-0.79,-0.57,1.27,0.73,1.32,-0.03
AhypNAC67,-0.76,1.11,2.63,-1.17,-0.58,-0.66,-0.89,-0.73
AhypNAC68,-0.88,-0.28,-0.23,0.12,-0.89,-0.3,-0.54,-0.69
AhypNAC69,-0.9,-0.31,-0.25,0.09,-0.92,0.53,4.52,1.07
AhypNAC70,-0.56,0.27,0.21,0.66,-0.42,-0.16,0.05,-0.12
